patient,probe,beta_val,Gene,Cancer_type
TCGA-G6-A8L8,cg06401979,0.7955,HOXA2,KIRC
TCGA-GK-A6C7,cg06401979,0.4435,HOXA2,KIRC
TCGA-MM-A563,cg06401979,0.5618,HOXA2,KIRC
TCGA-MM-A564,cg06401979,0.6835,HOXA2,KIRC
TCGA-MM-A84U,cg06401979,0.5765,HOXA2,KIRC
TCGA-MW-A4EC,cg06401979,0.582,HOXA2,KIRC
TCGA-T7-A92I,cg06401979,0.7623,HOXA2,KIRC
TCGA-2E-A9G8,cg02103401,0.2847,MLH1,UCEC
TCGA-3L-AA1B,cg02103401,0.3238,MLH1,COAD
TCGA-3M-AB46,cg02103401,0.2939,MLH1,STAD
TCGA-3M-AB47,cg02103401,0.4144,MLH1,STAD
TCGA-4E-A92E,cg02103401,0.8607,MLH1,UCEC
TCGA-4N-A93T,cg02103401,0.8827,MLH1,COAD
TCGA-4T-AA8H,cg02103401,0.8366,MLH1,COAD
TCGA-5B-A90C,cg02103401,0.9101,MLH1,UCEC
TCGA-5M-AAT4,cg02103401,0.8562,MLH1,COAD
TCGA-5M-AAT6,cg02103401,0.6853,MLH1,COAD
TCGA-5M-AATE,cg02103401,0.7806,MLH1,COAD
TCGA-5S-A9Q8,cg02103401,0.8867,MLH1,UCEC
TCGA-A5-A0G1,cg02103401,0.7091,MLH1,UCEC
TCGA-A5-A0GG,cg02103401,0.6483,MLH1,UCEC
TCGA-A5-A0GQ,cg02103401,0.3811,MLH1,UCEC
TCGA-A5-A0GR,cg02103401,0.2335,MLH1,UCEC
TCGA-A5-A0VO,cg02103401,0.83,MLH1,UCEC
TCGA-A5-A1OF,cg02103401,0.8093,MLH1,UCEC
TCGA-A5-A1OG,cg02103401,0.5759,MLH1,UCEC
TCGA-A5-A1OH,cg02103401,0.1322,MLH1,UCEC
TCGA-A5-A1OJ,cg02103401,0.7933,MLH1,UCEC
TCGA-A5-A1OK,cg02103401,0.8239,MLH1,UCEC
TCGA-A5-A2K2,cg02103401,0.6772,MLH1,UCEC
TCGA-A5-A2K3,cg02103401,0.6338,MLH1,UCEC
TCGA-A5-A2K4,cg02103401,0.7763,MLH1,UCEC
TCGA-A5-A2K5,cg02103401,0.9144,MLH1,UCEC
TCGA-A5-A2K7,cg02103401,0.922,MLH1,UCEC
TCGA-A5-A3LO,cg02103401,0.2149,MLH1,UCEC
TCGA-A5-A3LP,cg02103401,0.2826,MLH1,UCEC
TCGA-A5-A7WJ,cg02103401,0.8847,MLH1,UCEC
TCGA-A5-A7WK,cg02103401,0.8643,MLH1,UCEC
TCGA-A5-AB3J,cg02103401,0.6138,MLH1,UCEC
TCGA-A6-2671,cg02103401,0.8752,MLH1,COAD
TCGA-A6-2675,cg02103401,0.8025,MLH1,COAD
TCGA-A6-2677,cg02103401,0.894,MLH1,COAD
TCGA-A6-2679,cg02103401,0.7883,MLH1,COAD
TCGA-A6-2680,cg02103401,0.7717,MLH1,COAD
TCGA-A6-2681,cg02103401,0.7396,MLH1,COAD
TCGA-A6-2682,cg02103401,0.8346,MLH1,COAD
TCGA-A6-2684,cg02103401,0.7908,MLH1,COAD
TCGA-A6-2685,cg02103401,0.777,MLH1,COAD
TCGA-A6-2686,cg02103401,0.4652,MLH1,COAD
TCGA-A6-3809,cg02103401,0.3061,MLH1,COAD
TCGA-A6-3810,cg02103401,0.5729,MLH1,COAD
TCGA-A6-4105,cg02103401,0.2752,MLH1,COAD
TCGA-A6-4107,cg02103401,0.8477,MLH1,COAD
TCGA-A6-5656,cg02103401,0.9281,MLH1,COAD
TCGA-A6-5657,cg02103401,0.7517,MLH1,COAD
TCGA-A6-5659,cg02103401,0.5509,MLH1,COAD
TCGA-A6-5660,cg02103401,0.8995,MLH1,COAD
TCGA-A6-5661,cg02103401,0.8104,MLH1,COAD
TCGA-A6-5662,cg02103401,0.7469,MLH1,COAD
TCGA-A6-5664,cg02103401,0.7461,MLH1,COAD
TCGA-A6-5665,cg02103401,0.8581,MLH1,COAD
TCGA-A6-5666,cg02103401,0.8431,MLH1,COAD
TCGA-A6-5667,cg02103401,0.7168,MLH1,COAD
TCGA-A6-6137,cg02103401,0.8695,MLH1,COAD
TCGA-A6-6138,cg02103401,0.8333,MLH1,COAD
TCGA-A6-6140,cg02103401,0.9252,MLH1,COAD
TCGA-A6-6141,cg02103401,0.6555,MLH1,COAD
TCGA-A6-6142,cg02103401,0.5328,MLH1,COAD
TCGA-A6-6648,cg02103401,0.8971,MLH1,COAD
TCGA-A6-6649,cg02103401,0.6769,MLH1,COAD
TCGA-A6-6650,cg02103401,0.864,MLH1,COAD
TCGA-A6-6651,cg02103401,0.3004,MLH1,COAD
TCGA-A6-6652,cg02103401,0.8802,MLH1,COAD
TCGA-A6-6653,cg02103401,0.7993,MLH1,COAD
TCGA-A6-6654,cg02103401,0.7308,MLH1,COAD
TCGA-A6-6780,cg02103401,0.8394,MLH1,COAD
TCGA-A6-6781,cg02103401,0.6787,MLH1,COAD
TCGA-A6-6782,cg02103401,0.8281,MLH1,COAD
TCGA-A6-A565,cg02103401,0.751,MLH1,COAD
TCGA-A6-A566,cg02103401,0.8004,MLH1,COAD
TCGA-A6-A567,cg02103401,0.2804,MLH1,COAD
TCGA-A6-A56B,cg02103401,0.8541,MLH1,COAD
TCGA-A6-A5ZU,cg02103401,0.2844,MLH1,COAD
TCGA-AA-3488,cg02103401,0.8228,MLH1,COAD
TCGA-AA-3489,cg02103401,0.6995,MLH1,COAD
TCGA-AA-3492,cg02103401,0.79,MLH1,COAD
TCGA-AA-3494,cg02103401,0.7452,MLH1,COAD
TCGA-AA-3495,cg02103401,0.7837,MLH1,COAD
TCGA-AA-3496,cg02103401,0.2247,MLH1,COAD
TCGA-AA-3502,cg02103401,0.1941,MLH1,COAD
TCGA-AA-3506,cg02103401,0.7969,MLH1,COAD
TCGA-AA-3510,cg02103401,0.8264,MLH1,COAD
TCGA-AA-3511,cg02103401,0.8341,MLH1,COAD
TCGA-AA-3655,cg02103401,0.7728,MLH1,COAD
TCGA-AA-3660,cg02103401,0.8447,MLH1,COAD
TCGA-AA-3663,cg02103401,0.715,MLH1,COAD
TCGA-AA-3712,cg02103401,0.8109,MLH1,COAD
TCGA-AA-3713,cg02103401,0.5013,MLH1,COAD
TCGA-AD-5900,cg02103401,0.7054,MLH1,COAD
TCGA-AD-6548,cg02103401,0.8707,MLH1,COAD
TCGA-AD-6888,cg02103401,0.8388,MLH1,COAD
TCGA-AD-6889,cg02103401,0.8858,MLH1,COAD
TCGA-AD-6890,cg02103401,0.4764,MLH1,COAD
TCGA-AD-6895,cg02103401,0.3654,MLH1,COAD
TCGA-AD-6899,cg02103401,0.2142,MLH1,COAD
TCGA-AD-6901,cg02103401,0.8181,MLH1,COAD
TCGA-AD-6963,cg02103401,0.7623,MLH1,COAD
TCGA-AD-6964,cg02103401,0.3065,MLH1,COAD
TCGA-AD-6965,cg02103401,0.2815,MLH1,COAD
TCGA-AD-A5EJ,cg02103401,0.8482,MLH1,COAD
TCGA-AD-A5EK,cg02103401,0.8202,MLH1,COAD
TCGA-AJ-A23M,cg02103401,0.7732,MLH1,UCEC
TCGA-AJ-A23N,cg02103401,0.2193,MLH1,UCEC
TCGA-AJ-A23O,cg02103401,0.8283,MLH1,UCEC
TCGA-AJ-A2QK,cg02103401,0.4361,MLH1,UCEC
TCGA-AJ-A2QL,cg02103401,0.1305,MLH1,UCEC
TCGA-AJ-A2QM,cg02103401,0.9163,MLH1,UCEC
TCGA-AJ-A2QN,cg02103401,0.2965,MLH1,UCEC
TCGA-AJ-A2QO,cg02103401,0.3022,MLH1,UCEC
TCGA-AJ-A3BD,cg02103401,0.7965,MLH1,UCEC
TCGA-AJ-A3BF,cg02103401,0.3289,MLH1,UCEC
TCGA-AJ-A3BG,cg02103401,0.8776,MLH1,UCEC
TCGA-AJ-A3BH,cg02103401,0.7151,MLH1,UCEC
TCGA-AJ-A3BI,cg02103401,0.5388,MLH1,UCEC
TCGA-AJ-A3BK,cg02103401,0.1617,MLH1,UCEC
TCGA-AJ-A3EJ,cg02103401,0.4596,MLH1,UCEC
TCGA-AJ-A3EK,cg02103401,0.8286,MLH1,UCEC
TCGA-AJ-A3EL,cg02103401,0.2278,MLH1,UCEC
TCGA-AJ-A3EM,cg02103401,0.8264,MLH1,UCEC
TCGA-AJ-A3I9,cg02103401,0.2903,MLH1,UCEC
TCGA-AJ-A3IA,cg02103401,0.2824,MLH1,UCEC
TCGA-AJ-A3NC,cg02103401,0.8729,MLH1,UCEC
TCGA-AJ-A3NE,cg02103401,0.7891,MLH1,UCEC
TCGA-AJ-A3NF,cg02103401,0.3048,MLH1,UCEC
TCGA-AJ-A3NG,cg02103401,0.8111,MLH1,UCEC
TCGA-AJ-A3NH,cg02103401,0.67490000000000006,MLH1,UCEC
TCGA-AJ-A3OJ,cg02103401,0.8758,MLH1,UCEC
TCGA-AJ-A3OK,cg02103401,0.4041,MLH1,UCEC
TCGA-AJ-A3OL,cg02103401,0.8831,MLH1,UCEC
TCGA-AJ-A3QS,cg02103401,0.6162,MLH1,UCEC
TCGA-AJ-A3TW,cg02103401,0.7814,MLH1,UCEC
TCGA-AJ-A5DV,cg02103401,0.3332,MLH1,UCEC
TCGA-AJ-A5DW,cg02103401,0.8937,MLH1,UCEC
TCGA-AJ-A6NU,cg02103401,0.6307,MLH1,UCEC
TCGA-AJ-A8CT,cg02103401,0.7277,MLH1,UCEC
TCGA-AJ-A8CV,cg02103401,0.6634,MLH1,UCEC
TCGA-AJ-A8CW,cg02103401,0.5797,MLH1,UCEC
TCGA-AM-5820,cg02103401,0.8831,MLH1,COAD
TCGA-AM-5821,cg02103401,0.3103,MLH1,COAD
TCGA-AP-A059,cg02103401,0.3417,MLH1,UCEC
TCGA-AP-A05O,cg02103401,0.6769,MLH1,UCEC
TCGA-AP-A0LF,cg02103401,0.6668,MLH1,UCEC
TCGA-AP-A0LM,cg02103401,0.6663,MLH1,UCEC
TCGA-AP-A0LS,cg02103401,0.8913,MLH1,UCEC
TCGA-AP-A1DH,cg02103401,0.7095,MLH1,UCEC
TCGA-AP-A1DK,cg02103401,0.7146,MLH1,UCEC
TCGA-AP-A1DM,cg02103401,0.7092,MLH1,UCEC
TCGA-AP-A1DO,cg02103401,0.7186,MLH1,UCEC
TCGA-AP-A1DP,cg02103401,0.8771,MLH1,UCEC
TCGA-AP-A1DQ,cg02103401,0.2626,MLH1,UCEC
TCGA-AP-A1DR,cg02103401,0.6342,MLH1,UCEC
TCGA-AP-A1DV,cg02103401,0.8665,MLH1,UCEC
TCGA-AP-A1E0,cg02103401,0.1708,MLH1,UCEC
TCGA-AP-A1E1,cg02103401,0.8531,MLH1,UCEC
TCGA-AP-A1E3,cg02103401,0.2091,MLH1,UCEC
TCGA-AP-A1E4,cg02103401,0.5662,MLH1,UCEC
TCGA-AP-A3K1,cg02103401,0.2044,MLH1,UCEC
TCGA-AP-A5FX,cg02103401,0.2066,MLH1,UCEC
TCGA-AU-3779,cg02103401,0.7792,MLH1,COAD
TCGA-AU-6004,cg02103401,0.7037,MLH1,COAD
TCGA-AW-A1PO,cg02103401,0.2647,MLH1,UCEC
TCGA-AX-A06H,cg02103401,0.4796,MLH1,UCEC
TCGA-AX-A06L,cg02103401,0.6588,MLH1,UCEC
TCGA-AX-A0IS,cg02103401,0.8273,MLH1,UCEC
TCGA-AX-A0IZ,cg02103401,0.582,MLH1,UCEC
TCGA-AX-A0J0,cg02103401,0.1486,MLH1,UCEC
TCGA-AX-A1C4,cg02103401,0.7377,MLH1,UCEC
TCGA-AX-A1C5,cg02103401,0.2953,MLH1,UCEC
TCGA-AX-A1C7,cg02103401,0.2136,MLH1,UCEC
TCGA-AX-A1C8,cg02103401,0.7976,MLH1,UCEC
TCGA-AX-A1C9,cg02103401,0.7992,MLH1,UCEC
TCGA-AX-A1CA,cg02103401,0.1842,MLH1,UCEC
TCGA-AX-A1CC,cg02103401,0.4429,MLH1,UCEC
TCGA-AX-A1CE,cg02103401,0.8626,MLH1,UCEC
TCGA-AX-A1CF,cg02103401,0.3355,MLH1,UCEC
TCGA-AX-A1CI,cg02103401,0.8927,MLH1,UCEC
TCGA-AX-A1CJ,cg02103401,0.7836,MLH1,UCEC
TCGA-AX-A1CK,cg02103401,0.8414,MLH1,UCEC
TCGA-AX-A1CN,cg02103401,0.7689,MLH1,UCEC
TCGA-AX-A2H2,cg02103401,0.5825,MLH1,UCEC
TCGA-AX-A2H4,cg02103401,0.7027,MLH1,UCEC
TCGA-AX-A2H5,cg02103401,0.8291,MLH1,UCEC
TCGA-AX-A2H7,cg02103401,0.9261,MLH1,UCEC
TCGA-AX-A2HA,cg02103401,0.9071,MLH1,UCEC
TCGA-AX-A2HC,cg02103401,0.9314,MLH1,UCEC
TCGA-AX-A2HD,cg02103401,0.8393,MLH1,UCEC
TCGA-AX-A2HG,cg02103401,0.8364,MLH1,UCEC
TCGA-AX-A2HH,cg02103401,0.13,MLH1,UCEC
TCGA-AX-A2HJ,cg02103401,0.8666,MLH1,UCEC
TCGA-AX-A2HK,cg02103401,0.4996,MLH1,UCEC
TCGA-AX-A2IN,cg02103401,0.8513,MLH1,UCEC
TCGA-AX-A2IO,cg02103401,0.8396,MLH1,UCEC
TCGA-AX-A3FS,cg02103401,0.1559,MLH1,UCEC
TCGA-AX-A3FT,cg02103401,0.7858,MLH1,UCEC
TCGA-AX-A3FV,cg02103401,0.1718,MLH1,UCEC
TCGA-AX-A3FW,cg02103401,0.8157,MLH1,UCEC
TCGA-AX-A3FX,cg02103401,0.7585,MLH1,UCEC
TCGA-AX-A3FZ,cg02103401,0.3407,MLH1,UCEC
TCGA-AX-A3G1,cg02103401,0.5631,MLH1,UCEC
TCGA-AX-A3G4,cg02103401,0.8542,MLH1,UCEC
TCGA-AX-A3G6,cg02103401,0.8825,MLH1,UCEC
TCGA-AX-A3G7,cg02103401,0.7641,MLH1,UCEC
TCGA-AX-A3G8,cg02103401,0.8362,MLH1,UCEC
TCGA-AX-A3G9,cg02103401,0.5019,MLH1,UCEC
TCGA-AX-A3GB,cg02103401,0.8608,MLH1,UCEC
TCGA-AX-A3GI,cg02103401,0.2747,MLH1,UCEC
TCGA-AY-5543,cg02103401,0.8085,MLH1,COAD
TCGA-AY-6196,cg02103401,0.305,MLH1,COAD
TCGA-AY-6197,cg02103401,0.6473,MLH1,COAD
TCGA-AY-6386,cg02103401,0.8432,MLH1,COAD
TCGA-AY-A54L,cg02103401,0.7717,MLH1,COAD
TCGA-AY-A69D,cg02103401,0.8618,MLH1,COAD
TCGA-AY-A71X,cg02103401,0.8941,MLH1,COAD
TCGA-AY-A8YK,cg02103401,0.7444,MLH1,COAD
TCGA-AZ-4308,cg02103401,0.8438,MLH1,COAD
TCGA-AZ-4313,cg02103401,0.8131,MLH1,COAD
TCGA-AZ-4315,cg02103401,0.7147,MLH1,COAD
TCGA-AZ-4323,cg02103401,0.4959,MLH1,COAD
TCGA-AZ-4614,cg02103401,0.5321,MLH1,COAD
TCGA-AZ-4615,cg02103401,0.5535,MLH1,COAD
TCGA-AZ-4616,cg02103401,0.5293,MLH1,COAD
TCGA-AZ-4681,cg02103401,0.8556,MLH1,COAD
TCGA-AZ-4682,cg02103401,0.7739,MLH1,COAD
TCGA-AZ-4684,cg02103401,0.8211,MLH1,COAD
TCGA-AZ-5403,cg02103401,0.7917,MLH1,COAD
TCGA-AZ-5407,cg02103401,0.8796,MLH1,COAD
TCGA-AZ-6598,cg02103401,0.7991,MLH1,COAD
TCGA-AZ-6599,cg02103401,0.6235,MLH1,COAD
TCGA-AZ-6600,cg02103401,0.8096,MLH1,COAD
TCGA-AZ-6603,cg02103401,0.8647,MLH1,COAD
TCGA-AZ-6605,cg02103401,0.7956,MLH1,COAD
TCGA-AZ-6606,cg02103401,0.9024,MLH1,COAD
TCGA-AZ-6607,cg02103401,0.8038,MLH1,COAD
TCGA-B5-A0JT,cg02103401,0.3374,MLH1,UCEC
TCGA-B5-A0JU,cg02103401,0.2013,MLH1,UCEC
TCGA-B5-A0JX,cg02103401,0.3394,MLH1,UCEC
TCGA-B5-A0K8,cg02103401,0.8393,MLH1,UCEC
TCGA-B5-A11E,cg02103401,0.8306,MLH1,UCEC
TCGA-B5-A11F,cg02103401,0.8773,MLH1,UCEC
TCGA-B5-A11G,cg02103401,0.3612,MLH1,UCEC
TCGA-B5-A11H,cg02103401,0.3868,MLH1,UCEC
TCGA-B5-A11I,cg02103401,0.3368,MLH1,UCEC
TCGA-B5-A11J,cg02103401,0.5762,MLH1,UCEC
TCGA-B5-A11L,cg02103401,0.8087,MLH1,UCEC
TCGA-B5-A11M,cg02103401,0.2598,MLH1,UCEC
TCGA-B5-A11N,cg02103401,0.6152,MLH1,UCEC
TCGA-B5-A11O,cg02103401,0.5611,MLH1,UCEC
TCGA-B5-A11P,cg02103401,0.5577,MLH1,UCEC
TCGA-B5-A11Q,cg02103401,0.8351,MLH1,UCEC
TCGA-B5-A11R,cg02103401,0.8363,MLH1,UCEC
TCGA-B5-A11S,cg02103401,0.7393,MLH1,UCEC
TCGA-B5-A11U,cg02103401,0.6658,MLH1,UCEC
TCGA-B5-A11V,cg02103401,0.8722,MLH1,UCEC
TCGA-B5-A11W,cg02103401,0.2124,MLH1,UCEC
TCGA-B5-A11X,cg02103401,0.2317,MLH1,UCEC
TCGA-B5-A11Y,cg02103401,0.7875,MLH1,UCEC
TCGA-B5-A11Z,cg02103401,0.8864,MLH1,UCEC
TCGA-B5-A121,cg02103401,0.2659,MLH1,UCEC
TCGA-B5-A1MR,cg02103401,0.8461,MLH1,UCEC
TCGA-B5-A1MS,cg02103401,0.7566,MLH1,UCEC
TCGA-B5-A1MU,cg02103401,0.2565,MLH1,UCEC
TCGA-B5-A1MV,cg02103401,0.4902,MLH1,UCEC
TCGA-B5-A1MW,cg02103401,0.9176,MLH1,UCEC
TCGA-B5-A1MX,cg02103401,0.4278,MLH1,UCEC
TCGA-B5-A1MY,cg02103401,0.8187,MLH1,UCEC
TCGA-B5-A1MZ,cg02103401,0.8737,MLH1,UCEC
TCGA-B5-A1N2,cg02103401,0.5311,MLH1,UCEC
TCGA-B5-A3F9,cg02103401,0.5521,MLH1,UCEC
TCGA-B5-A3FA,cg02103401,0.8306,MLH1,UCEC
TCGA-B5-A3FB,cg02103401,0.6981,MLH1,UCEC
TCGA-B5-A3FC,cg02103401,0.6461,MLH1,UCEC
TCGA-B5-A3FD,cg02103401,0.1073,MLH1,UCEC
TCGA-B5-A3FH,cg02103401,0.1912,MLH1,UCEC
TCGA-B5-A3S1,cg02103401,0.6419,MLH1,UCEC
TCGA-B5-A5OC,cg02103401,0.7245,MLH1,UCEC
TCGA-B5-A5OD,cg02103401,0.3217,MLH1,UCEC
TCGA-B5-A5OE,cg02103401,0.3652,MLH1,UCEC
TCGA-B7-5816,cg02103401,0.3569,MLH1,STAD
TCGA-B7-5818,cg02103401,0.5127,MLH1,STAD
TCGA-B7-A5TI,cg02103401,0.6691,MLH1,STAD
TCGA-B7-A5TJ,cg02103401,0.6258,MLH1,STAD
TCGA-B7-A5TK,cg02103401,0.4344,MLH1,STAD
TCGA-B7-A5TN,cg02103401,0.3443,MLH1,STAD
TCGA-BG-A0MA,cg02103401,0.8927,MLH1,UCEC
TCGA-BG-A0MK,cg02103401,0.7195,MLH1,UCEC
TCGA-BG-A0VT,cg02103401,0.8324,MLH1,UCEC
TCGA-BG-A0VV,cg02103401,0.7875,MLH1,UCEC
TCGA-BG-A0VW,cg02103401,0.6655,MLH1,UCEC
TCGA-BG-A0VX,cg02103401,0.7596,MLH1,UCEC
TCGA-BG-A0VZ,cg02103401,0.7032,MLH1,UCEC
TCGA-BG-A0W1,cg02103401,0.8907,MLH1,UCEC
TCGA-BG-A0W2,cg02103401,0.8535,MLH1,UCEC
TCGA-BG-A0YU,cg02103401,0.9003,MLH1,UCEC
TCGA-BG-A0YV,cg02103401,0.1893,MLH1,UCEC
TCGA-BG-A186,cg02103401,0.9115,MLH1,UCEC
TCGA-BG-A187,cg02103401,0.8818,MLH1,UCEC
TCGA-BG-A18A,cg02103401,0.7923,MLH1,UCEC
TCGA-BG-A18B,cg02103401,0.8947,MLH1,UCEC
TCGA-BG-A18C,cg02103401,0.4299,MLH1,UCEC
TCGA-BG-A222,cg02103401,0.9169,MLH1,UCEC
TCGA-BG-A2AD,cg02103401,0.1235,MLH1,UCEC
TCGA-BG-A2AE,cg02103401,0.3141,MLH1,UCEC
TCGA-BG-A2L7,cg02103401,0.8358,MLH1,UCEC
TCGA-BG-A3EW,cg02103401,0.8722,MLH1,UCEC
TCGA-BG-A3PP,cg02103401,0.8307,MLH1,UCEC
TCGA-BK-A0CA,cg02103401,0.286,MLH1,UCEC
TCGA-BK-A0CC,cg02103401,0.4589,MLH1,UCEC
TCGA-BK-A139,cg02103401,0.5426,MLH1,UCEC
TCGA-BK-A13B,cg02103401,0.8884,MLH1,UCEC
TCGA-BK-A13C,cg02103401,0.8563,MLH1,UCEC
TCGA-BK-A26L,cg02103401,0.6247,MLH1,UCEC
TCGA-BK-A4ZD,cg02103401,0.1497,MLH1,UCEC
TCGA-BK-A56F,cg02103401,0.869,MLH1,UCEC
TCGA-BK-A6W3,cg02103401,0.8485,MLH1,UCEC
TCGA-BK-A6W4,cg02103401,0.3792,MLH1,UCEC
TCGA-BR-6452,cg02103401,0.6906,MLH1,STAD
TCGA-BR-6453,cg02103401,0.6555,MLH1,STAD
TCGA-BR-6454,cg02103401,0.3599,MLH1,STAD
TCGA-BR-6455,cg02103401,0.3214,MLH1,STAD
TCGA-BR-6456,cg02103401,0.3882,MLH1,STAD
TCGA-BR-6457,cg02103401,0.422,MLH1,STAD
TCGA-BR-6458,cg02103401,0.264,MLH1,STAD
TCGA-BR-6563,cg02103401,0.4918,MLH1,STAD
TCGA-BR-6564,cg02103401,0.6185,MLH1,STAD
TCGA-BR-6565,cg02103401,0.3933,MLH1,STAD
TCGA-BR-6566,cg02103401,0.4757,MLH1,STAD
TCGA-BR-6705,cg02103401,0.6184,MLH1,STAD
TCGA-BR-6706,cg02103401,0.2959,MLH1,STAD
TCGA-BR-6707,cg02103401,0.2798,MLH1,STAD
TCGA-BR-6709,cg02103401,0.7117,MLH1,STAD
TCGA-BR-6801,cg02103401,0.8504,MLH1,STAD
TCGA-BR-6802,cg02103401,0.6043,MLH1,STAD
TCGA-BR-6803,cg02103401,0.3751,MLH1,STAD
TCGA-BR-6852,cg02103401,0.4642,MLH1,STAD
TCGA-BR-7196,cg02103401,0.5404,MLH1,STAD
TCGA-BR-7197,cg02103401,0.2392,MLH1,STAD
TCGA-BR-7703,cg02103401,0.5446,MLH1,STAD
TCGA-BR-7704,cg02103401,0.7355,MLH1,STAD
TCGA-BR-7707,cg02103401,0.4863,MLH1,STAD
TCGA-BR-7715,cg02103401,0.2355,MLH1,STAD
TCGA-BR-7716,cg02103401,0.3568,MLH1,STAD
TCGA-BR-7717,cg02103401,0.1828,MLH1,STAD
TCGA-BR-7722,cg02103401,0.7835,MLH1,STAD
TCGA-BR-7723,cg02103401,0.4782,MLH1,STAD
TCGA-BR-7851,cg02103401,0.8187,MLH1,STAD
TCGA-BR-7901,cg02103401,0.5362,MLH1,STAD
TCGA-BR-7957,cg02103401,0.5521,MLH1,STAD
TCGA-BR-7958,cg02103401,0.2794,MLH1,STAD
TCGA-BR-7959,cg02103401,0.4272,MLH1,STAD
TCGA-BR-8058,cg02103401,0.3866,MLH1,STAD
TCGA-BR-8059,cg02103401,0.7071,MLH1,STAD
TCGA-BR-8060,cg02103401,0.2411,MLH1,STAD
TCGA-BR-8077,cg02103401,0.1783,MLH1,STAD
TCGA-BR-8078,cg02103401,0.3361,MLH1,STAD
TCGA-BR-8080,cg02103401,0.5178,MLH1,STAD
TCGA-BR-8081,cg02103401,0.6547,MLH1,STAD
TCGA-BR-8284,cg02103401,0.3625,MLH1,STAD
TCGA-BR-8286,cg02103401,0.7791,MLH1,STAD
TCGA-BR-8289,cg02103401,0.7281,MLH1,STAD
TCGA-BR-8291,cg02103401,0.4118,MLH1,STAD
TCGA-BR-8295,cg02103401,0.1984,MLH1,STAD
TCGA-BR-8296,cg02103401,0.4267,MLH1,STAD
TCGA-BR-8297,cg02103401,0.3473,MLH1,STAD
TCGA-BR-8361,cg02103401,0.2232,MLH1,STAD
TCGA-BR-8362,cg02103401,0.7387,MLH1,STAD
TCGA-BR-8363,cg02103401,0.6895,MLH1,STAD
TCGA-BR-8364,cg02103401,0.3339,MLH1,STAD
TCGA-BR-8365,cg02103401,0.4683,MLH1,STAD
TCGA-BR-8366,cg02103401,0.7005,MLH1,STAD
TCGA-BR-8367,cg02103401,0.6786,MLH1,STAD
TCGA-BR-8368,cg02103401,0.2438,MLH1,STAD
TCGA-BR-8369,cg02103401,0.5754,MLH1,STAD
TCGA-BR-8371,cg02103401,0.3925,MLH1,STAD
TCGA-BR-8372,cg02103401,0.6655,MLH1,STAD
TCGA-BR-8373,cg02103401,0.6921,MLH1,STAD
TCGA-BR-8380,cg02103401,0.4137,MLH1,STAD
TCGA-BR-8381,cg02103401,0.2981,MLH1,STAD
TCGA-BR-8382,cg02103401,0.521,MLH1,STAD
TCGA-BR-8384,cg02103401,0.4911,MLH1,STAD
TCGA-BR-8483,cg02103401,0.8415,MLH1,STAD
TCGA-BR-8484,cg02103401,0.2867,MLH1,STAD
TCGA-BR-8485,cg02103401,0.3722,MLH1,STAD
TCGA-BR-8486,cg02103401,0.5576,MLH1,STAD
TCGA-BR-8487,cg02103401,0.8878,MLH1,STAD
TCGA-BR-8588,cg02103401,0.7958,MLH1,STAD
TCGA-BR-8589,cg02103401,0.8022,MLH1,STAD
TCGA-BR-8590,cg02103401,0.5212,MLH1,STAD
TCGA-BR-8591,cg02103401,0.7463,MLH1,STAD
TCGA-BR-8592,cg02103401,0.4135,MLH1,STAD
TCGA-BR-8676,cg02103401,0.4844,MLH1,STAD
TCGA-BR-8677,cg02103401,0.412,MLH1,STAD
TCGA-BR-8678,cg02103401,0.1988,MLH1,STAD
TCGA-BR-8679,cg02103401,0.2461,MLH1,STAD
TCGA-BR-8680,cg02103401,0.9017,MLH1,STAD
TCGA-BR-8682,cg02103401,0.6564,MLH1,STAD
TCGA-BR-8683,cg02103401,0.3399,MLH1,STAD
TCGA-BR-8686,cg02103401,0.2935,MLH1,STAD
TCGA-BR-8687,cg02103401,0.7127,MLH1,STAD
TCGA-BR-8690,cg02103401,0.5228,MLH1,STAD
TCGA-BR-A44T,cg02103401,0.566,MLH1,STAD
TCGA-BR-A44U,cg02103401,0.2818,MLH1,STAD
TCGA-BR-A452,cg02103401,0.8177,MLH1,STAD
TCGA-BR-A453,cg02103401,0.532,MLH1,STAD
TCGA-BR-A4CR,cg02103401,0.8855,MLH1,STAD
TCGA-BR-A4CS,cg02103401,0.4847,MLH1,STAD
TCGA-BR-A4IU,cg02103401,0.503,MLH1,STAD
TCGA-BR-A4IV,cg02103401,0.4715,MLH1,STAD
TCGA-BR-A4IY,cg02103401,0.2506,MLH1,STAD
TCGA-BR-A4IZ,cg02103401,0.5324,MLH1,STAD
TCGA-BR-A4J1,cg02103401,0.2252,MLH1,STAD
TCGA-BR-A4J2,cg02103401,0.4131,MLH1,STAD
TCGA-BR-A4J4,cg02103401,0.2813,MLH1,STAD
TCGA-BR-A4J5,cg02103401,0.5761,MLH1,STAD
TCGA-BR-A4J6,cg02103401,0.3964,MLH1,STAD
TCGA-BR-A4J7,cg02103401,0.4355,MLH1,STAD
TCGA-BR-A4J8,cg02103401,0.3395,MLH1,STAD
TCGA-BR-A4J9,cg02103401,0.4808,MLH1,STAD
TCGA-BR-A4PD,cg02103401,0.1756,MLH1,STAD
