patient,probe,beta_val,Gene,Cancer_type
TCGA-B8-5553,cg10319053,0.303,HOXA2,KIRC
TCGA-B8-A54F,cg10319053,0.4205,HOXA2,KIRC
TCGA-B8-A54G,cg10319053,0.3605,HOXA2,KIRC
TCGA-B8-A54H,cg10319053,0.6021,HOXA2,KIRC
TCGA-B8-A54I,cg10319053,0.5897,HOXA2,KIRC
TCGA-B8-A54J,cg10319053,0.5303,HOXA2,KIRC
TCGA-B8-A7U6,cg10319053,0.4356,HOXA2,KIRC
TCGA-B8-A8YJ,cg10319053,0.4061,HOXA2,KIRC
TCGA-BP-4177,cg10319053,0.3223,HOXA2,KIRC
TCGA-BP-4760,cg10319053,0.5748,HOXA2,KIRC
TCGA-BP-4770,cg10319053,0.5427,HOXA2,KIRC
TCGA-BP-4782,cg10319053,0.561,HOXA2,KIRC
TCGA-BP-4795,cg10319053,0.5153,HOXA2,KIRC
TCGA-BP-4801,cg10319053,0.6808,HOXA2,KIRC
TCGA-BP-4993,cg10319053,0.6262,HOXA2,KIRC
TCGA-BP-5010,cg10319053,0.5314,HOXA2,KIRC
TCGA-BP-5168,cg10319053,0.389,HOXA2,KIRC
TCGA-BP-5169,cg10319053,0.736,HOXA2,KIRC
TCGA-BP-5170,cg10319053,0.7356,HOXA2,KIRC
TCGA-BP-5173,cg10319053,0.2446,HOXA2,KIRC
TCGA-BP-5174,cg10319053,0.2995,HOXA2,KIRC
TCGA-BP-5175,cg10319053,0.3308,HOXA2,KIRC
TCGA-BP-5176,cg10319053,0.6514,HOXA2,KIRC
TCGA-BP-5177,cg10319053,0.5489,HOXA2,KIRC
TCGA-BP-5178,cg10319053,0.6376,HOXA2,KIRC
TCGA-BP-5180,cg10319053,0.8267,HOXA2,KIRC
TCGA-BP-5182,cg10319053,0.5299,HOXA2,KIRC
TCGA-BP-5183,cg10319053,0.3279,HOXA2,KIRC
TCGA-BP-5184,cg10319053,0.2968,HOXA2,KIRC
TCGA-BP-5185,cg10319053,0.3744,HOXA2,KIRC
TCGA-BP-5186,cg10319053,0.4984,HOXA2,KIRC
TCGA-BP-5187,cg10319053,0.5367,HOXA2,KIRC
TCGA-BP-5189,cg10319053,0.6293,HOXA2,KIRC
TCGA-BP-5190,cg10319053,0.3642,HOXA2,KIRC
TCGA-BP-5192,cg10319053,0.2416,HOXA2,KIRC
TCGA-BP-5194,cg10319053,0.2924,HOXA2,KIRC
TCGA-BP-5195,cg10319053,0.6491,HOXA2,KIRC
TCGA-BP-5196,cg10319053,0.6006,HOXA2,KIRC
TCGA-BP-5198,cg10319053,0.5769,HOXA2,KIRC
TCGA-BP-5200,cg10319053,0.3623,HOXA2,KIRC
TCGA-BP-5201,cg10319053,0.3576,HOXA2,KIRC
TCGA-BP-5202,cg10319053,0.4798,HOXA2,KIRC
TCGA-CJ-4869,cg10319053,0.4112,HOXA2,KIRC
TCGA-CJ-4882,cg10319053,0.5359,HOXA2,KIRC
TCGA-CJ-4897,cg10319053,0.2825,HOXA2,KIRC
TCGA-CJ-4901,cg10319053,0.6392,HOXA2,KIRC
TCGA-CJ-4902,cg10319053,0.5334,HOXA2,KIRC
TCGA-CJ-4903,cg10319053,0.339,HOXA2,KIRC
TCGA-CJ-4904,cg10319053,0.5315,HOXA2,KIRC
TCGA-CJ-4905,cg10319053,0.4683,HOXA2,KIRC
TCGA-CJ-4907,cg10319053,0.3043,HOXA2,KIRC
TCGA-CJ-4908,cg10319053,0.3252,HOXA2,KIRC
TCGA-CJ-4912,cg10319053,0.3994,HOXA2,KIRC
TCGA-CJ-4918,cg10319053,0.428,HOXA2,KIRC
TCGA-CJ-4920,cg10319053,0.5842,HOXA2,KIRC
TCGA-CJ-5671,cg10319053,0.3418,HOXA2,KIRC
TCGA-CJ-5672,cg10319053,0.3476,HOXA2,KIRC
TCGA-CJ-5676,cg10319053,0.3373,HOXA2,KIRC
TCGA-CJ-5677,cg10319053,0.4559,HOXA2,KIRC
TCGA-CJ-5678,cg10319053,0.6432,HOXA2,KIRC
TCGA-CJ-5680,cg10319053,0.5903,HOXA2,KIRC
TCGA-CJ-5681,cg10319053,0.5732,HOXA2,KIRC
TCGA-CJ-5682,cg10319053,0.5254,HOXA2,KIRC
TCGA-CJ-5683,cg10319053,0.3113,HOXA2,KIRC
TCGA-CJ-5684,cg10319053,0.2841,HOXA2,KIRC
TCGA-CJ-5686,cg10319053,0.6598,HOXA2,KIRC
TCGA-CJ-5689,cg10319053,0.5841,HOXA2,KIRC
TCGA-CJ-6027,cg10319053,0.8082,HOXA2,KIRC
TCGA-CJ-6028,cg10319053,0.385,HOXA2,KIRC
TCGA-CJ-6030,cg10319053,0.7145,HOXA2,KIRC
TCGA-CJ-6031,cg10319053,0.4355,HOXA2,KIRC
TCGA-CJ-6032,cg10319053,0.698,HOXA2,KIRC
TCGA-CJ-6033,cg10319053,0.6017,HOXA2,KIRC
TCGA-CW-5580,cg10319053,0.5813,HOXA2,KIRC
TCGA-CW-5581,cg10319053,0.389,HOXA2,KIRC
TCGA-CW-5583,cg10319053,0.322,HOXA2,KIRC
TCGA-CW-5584,cg10319053,0.3521,HOXA2,KIRC
TCGA-CW-5585,cg10319053,0.3034,HOXA2,KIRC
TCGA-CW-5587,cg10319053,0.3846,HOXA2,KIRC
TCGA-CW-5588,cg10319053,0.3147,HOXA2,KIRC
TCGA-CW-5589,cg10319053,0.5376,HOXA2,KIRC
TCGA-CW-5591,cg10319053,0.5986,HOXA2,KIRC
TCGA-CW-6087,cg10319053,0.7041,HOXA2,KIRC
TCGA-CW-6088,cg10319053,0.288,HOXA2,KIRC
TCGA-CW-6090,cg10319053,0.5765,HOXA2,KIRC
TCGA-CW-6093,cg10319053,0.2765,HOXA2,KIRC
TCGA-CW-6097,cg10319053,0.5539,HOXA2,KIRC
TCGA-CZ-4853,cg10319053,0.7601,HOXA2,KIRC
TCGA-CZ-4856,cg10319053,0.3979,HOXA2,KIRC
TCGA-CZ-4859,cg10319053,0.3357,HOXA2,KIRC
TCGA-CZ-4863,cg10319053,0.5482,HOXA2,KIRC
TCGA-CZ-4864,cg10319053,0.524,HOXA2,KIRC
TCGA-CZ-4866,cg10319053,0.7838,HOXA2,KIRC
TCGA-CZ-5451,cg10319053,0.2504,HOXA2,KIRC
TCGA-CZ-5452,cg10319053,0.5065,HOXA2,KIRC
TCGA-CZ-5453,cg10319053,0.1925,HOXA2,KIRC
TCGA-CZ-5454,cg10319053,0.2413,HOXA2,KIRC
TCGA-CZ-5455,cg10319053,0.318,HOXA2,KIRC
TCGA-CZ-5456,cg10319053,0.7897,HOXA2,KIRC
TCGA-CZ-5457,cg10319053,0.7199,HOXA2,KIRC
TCGA-CZ-5458,cg10319053,0.2631,HOXA2,KIRC
TCGA-CZ-5459,cg10319053,0.4359,HOXA2,KIRC
TCGA-CZ-5460,cg10319053,0.5316,HOXA2,KIRC
TCGA-CZ-5461,cg10319053,0.5954,HOXA2,KIRC
TCGA-CZ-5462,cg10319053,0.2926,HOXA2,KIRC
TCGA-CZ-5463,cg10319053,0.4454,HOXA2,KIRC
TCGA-CZ-5464,cg10319053,0.2532,HOXA2,KIRC
TCGA-CZ-5465,cg10319053,0.3826,HOXA2,KIRC
TCGA-CZ-5466,cg10319053,0.6405,HOXA2,KIRC
TCGA-CZ-5467,cg10319053,0.5375,HOXA2,KIRC
TCGA-CZ-5468,cg10319053,0.3346,HOXA2,KIRC
TCGA-CZ-5469,cg10319053,0.796,HOXA2,KIRC
TCGA-CZ-5470,cg10319053,0.2483,HOXA2,KIRC
TCGA-CZ-5982,cg10319053,0.6137,HOXA2,KIRC
TCGA-CZ-5984,cg10319053,0.7354,HOXA2,KIRC
TCGA-CZ-5985,cg10319053,0.5737,HOXA2,KIRC
TCGA-CZ-5986,cg10319053,0.7749,HOXA2,KIRC
TCGA-CZ-5987,cg10319053,0.6332,HOXA2,KIRC
TCGA-CZ-5988,cg10319053,0.7491,HOXA2,KIRC
TCGA-CZ-5989,cg10319053,0.4422,HOXA2,KIRC
TCGA-DV-5565,cg10319053,0.778,HOXA2,KIRC
TCGA-DV-5566,cg10319053,0.331,HOXA2,KIRC
TCGA-DV-5567,cg10319053,0.8416,HOXA2,KIRC
TCGA-DV-5569,cg10319053,0.3158,HOXA2,KIRC
TCGA-DV-5574,cg10319053,0.4737,HOXA2,KIRC
TCGA-DV-5575,cg10319053,0.5388,HOXA2,KIRC
TCGA-DV-5576,cg10319053,0.5462,HOXA2,KIRC
TCGA-DV-A4VX,cg10319053,0.4183,HOXA2,KIRC
TCGA-DV-A4VZ,cg10319053,0.5949,HOXA2,KIRC
TCGA-DV-A4W0,cg10319053,0.5857,HOXA2,KIRC
TCGA-EU-5904,cg10319053,0.3396,HOXA2,KIRC
TCGA-EU-5905,cg10319053,0.4167,HOXA2,KIRC
TCGA-EU-5906,cg10319053,0.4114,HOXA2,KIRC
TCGA-EU-5907,cg10319053,0.6137,HOXA2,KIRC
TCGA-G6-A5PC,cg10319053,0.5589,HOXA2,KIRC
TCGA-G6-A8L6,cg10319053,0.5897,HOXA2,KIRC
TCGA-G6-A8L7,cg10319053,0.4881,HOXA2,KIRC
TCGA-G6-A8L8,cg10319053,0.2827,HOXA2,KIRC
TCGA-GK-A6C7,cg10319053,0.3086,HOXA2,KIRC
TCGA-MM-A563,cg10319053,0.6832,HOXA2,KIRC
TCGA-MM-A564,cg10319053,0.669,HOXA2,KIRC
TCGA-MM-A84U,cg10319053,0.6257,HOXA2,KIRC
TCGA-MW-A4EC,cg10319053,0.503,HOXA2,KIRC
TCGA-T7-A92I,cg10319053,0.7656,HOXA2,KIRC
TCGA-3Z-A93Z,cg06401979,0.6303,HOXA2,KIRC
TCGA-6D-AA2E,cg06401979,0.5713,HOXA2,KIRC
TCGA-A3-3357,cg06401979,0.518,HOXA2,KIRC
TCGA-A3-3358,cg06401979,0.6321,HOXA2,KIRC
TCGA-A3-3367,cg06401979,0.7052,HOXA2,KIRC
TCGA-A3-3370,cg06401979,0.5356,HOXA2,KIRC
TCGA-A3-3373,cg06401979,0.5013,HOXA2,KIRC
TCGA-A3-3376,cg06401979,0.5809,HOXA2,KIRC
TCGA-A3-3387,cg06401979,0.4746,HOXA2,KIRC
TCGA-A3-A6NI,cg06401979,0.7053,HOXA2,KIRC
TCGA-A3-A6NJ,cg06401979,0.3995,HOXA2,KIRC
TCGA-A3-A6NL,cg06401979,0.6322,HOXA2,KIRC
TCGA-A3-A6NN,cg06401979,0.3091,HOXA2,KIRC
TCGA-A3-A8CQ,cg06401979,0.4932,HOXA2,KIRC
TCGA-A3-A8OU,cg06401979,0.2894,HOXA2,KIRC
TCGA-A3-A8OV,cg06401979,0.56,HOXA2,KIRC
TCGA-A3-A8OW,cg06401979,0.2341,HOXA2,KIRC
TCGA-A3-A8OX,cg06401979,0.4342,HOXA2,KIRC
TCGA-AK-3428,cg06401979,0.751,HOXA2,KIRC
TCGA-AK-3431,cg06401979,0.6499,HOXA2,KIRC
TCGA-AK-3433,cg06401979,0.07778,HOXA2,KIRC
TCGA-AK-3434,cg06401979,0.4788,HOXA2,KIRC
TCGA-AK-3440,cg06401979,0.8639,HOXA2,KIRC
TCGA-AK-3445,cg06401979,0.7419,HOXA2,KIRC
TCGA-AK-3450,cg06401979,0.5521,HOXA2,KIRC
TCGA-AK-3454,cg06401979,0.7219,HOXA2,KIRC
TCGA-AK-3458,cg06401979,0.7059,HOXA2,KIRC
TCGA-AK-3460,cg06401979,0.5529,HOXA2,KIRC
TCGA-AK-3461,cg06401979,0.4556,HOXA2,KIRC
TCGA-B0-4688,cg06401979,0.8147,HOXA2,KIRC
TCGA-B0-4690,cg06401979,0.7031,HOXA2,KIRC
TCGA-B0-4693,cg06401979,0.5353,HOXA2,KIRC
TCGA-B0-4694,cg06401979,0.4039,HOXA2,KIRC
TCGA-B0-4697,cg06401979,0.6427,HOXA2,KIRC
TCGA-B0-4698,cg06401979,0.707,HOXA2,KIRC
TCGA-B0-4699,cg06401979,0.7569,HOXA2,KIRC
TCGA-B0-4700,cg06401979,0.5695,HOXA2,KIRC
TCGA-B0-4701,cg06401979,0.5232,HOXA2,KIRC
TCGA-B0-4703,cg06401979,0.3869,HOXA2,KIRC
TCGA-B0-4706,cg06401979,0.6049,HOXA2,KIRC
TCGA-B0-4707,cg06401979,0.3718,HOXA2,KIRC
TCGA-B0-4710,cg06401979,0.485,HOXA2,KIRC
TCGA-B0-4712,cg06401979,0.4155,HOXA2,KIRC
TCGA-B0-4713,cg06401979,0.4393,HOXA2,KIRC
TCGA-B0-4714,cg06401979,0.6064,HOXA2,KIRC
TCGA-B0-4718,cg06401979,0.5191,HOXA2,KIRC
TCGA-B0-4810,cg06401979,0.3003,HOXA2,KIRC
TCGA-B0-4813,cg06401979,0.7732,HOXA2,KIRC
TCGA-B0-4814,cg06401979,0.7147,HOXA2,KIRC
TCGA-B0-4816,cg06401979,0.6367,HOXA2,KIRC
TCGA-B0-4818,cg06401979,0.5673,HOXA2,KIRC
TCGA-B0-4819,cg06401979,0.4443,HOXA2,KIRC
TCGA-B0-4821,cg06401979,0.2087,HOXA2,KIRC
TCGA-B0-4822,cg06401979,0.5568,HOXA2,KIRC
TCGA-B0-4823,cg06401979,0.5038,HOXA2,KIRC
TCGA-B0-4824,cg06401979,0.5641,HOXA2,KIRC
TCGA-B0-4827,cg06401979,0.5775,HOXA2,KIRC
TCGA-B0-4842,cg06401979,0.5627,HOXA2,KIRC
TCGA-B0-4843,cg06401979,0.4316,HOXA2,KIRC
TCGA-B0-4844,cg06401979,0.6584,HOXA2,KIRC
TCGA-B0-4845,cg06401979,0.8216,HOXA2,KIRC
TCGA-B0-4846,cg06401979,0.5306,HOXA2,KIRC
TCGA-B0-4848,cg06401979,0.57,HOXA2,KIRC
TCGA-B0-4849,cg06401979,0.755,HOXA2,KIRC
TCGA-B0-4852,cg06401979,0.6936,HOXA2,KIRC
TCGA-B0-4945,cg06401979,0.3061,HOXA2,KIRC
TCGA-B0-5080,cg06401979,0.483,HOXA2,KIRC
TCGA-B0-5083,cg06401979,0.7677,HOXA2,KIRC
TCGA-B0-5095,cg06401979,0.2691,HOXA2,KIRC
TCGA-B0-5097,cg06401979,0.6632,HOXA2,KIRC
TCGA-B0-5098,cg06401979,0.2121,HOXA2,KIRC
TCGA-B0-5099,cg06401979,0.6439,HOXA2,KIRC
TCGA-B0-5102,cg06401979,0.2187,HOXA2,KIRC
TCGA-B0-5104,cg06401979,0.7629,HOXA2,KIRC
TCGA-B0-5106,cg06401979,0.3921,HOXA2,KIRC
TCGA-B0-5108,cg06401979,0.4864,HOXA2,KIRC
TCGA-B0-5110,cg06401979,0.6944,HOXA2,KIRC
TCGA-B0-5113,cg06401979,0.4842,HOXA2,KIRC
TCGA-B0-5115,cg06401979,0.5197,HOXA2,KIRC
TCGA-B0-5116,cg06401979,0.7123,HOXA2,KIRC
TCGA-B0-5117,cg06401979,0.7897,HOXA2,KIRC
TCGA-B0-5119,cg06401979,0.2464,HOXA2,KIRC
TCGA-B0-5120,cg06401979,0.6776,HOXA2,KIRC
TCGA-B0-5121,cg06401979,0.5278,HOXA2,KIRC
TCGA-B0-5399,cg06401979,0.6955,HOXA2,KIRC
TCGA-B0-5400,cg06401979,0.4883,HOXA2,KIRC
TCGA-B0-5402,cg06401979,0.4974,HOXA2,KIRC
TCGA-B0-5690,cg06401979,0.446,HOXA2,KIRC
TCGA-B0-5691,cg06401979,0.5357,HOXA2,KIRC
TCGA-B0-5692,cg06401979,0.41,HOXA2,KIRC
TCGA-B0-5693,cg06401979,0.7038,HOXA2,KIRC
TCGA-B0-5694,cg06401979,0.4752,HOXA2,KIRC
TCGA-B0-5695,cg06401979,0.7917,HOXA2,KIRC
TCGA-B0-5696,cg06401979,0.4799,HOXA2,KIRC
TCGA-B0-5697,cg06401979,0.5487,HOXA2,KIRC
TCGA-B0-5698,cg06401979,0.7251,HOXA2,KIRC
TCGA-B0-5699,cg06401979,0.8033,HOXA2,KIRC
TCGA-B0-5701,cg06401979,0.7002,HOXA2,KIRC
TCGA-B0-5702,cg06401979,0.4615,HOXA2,KIRC
TCGA-B0-5703,cg06401979,0.6085,HOXA2,KIRC
TCGA-B0-5705,cg06401979,0.7603,HOXA2,KIRC
TCGA-B0-5706,cg06401979,0.3424,HOXA2,KIRC
TCGA-B0-5707,cg06401979,0.7463,HOXA2,KIRC
TCGA-B0-5709,cg06401979,0.4577,HOXA2,KIRC
TCGA-B0-5710,cg06401979,0.6511,HOXA2,KIRC
TCGA-B0-5711,cg06401979,0.7035,HOXA2,KIRC
TCGA-B0-5712,cg06401979,0.6165,HOXA2,KIRC
TCGA-B0-5713,cg06401979,0.7258,HOXA2,KIRC
TCGA-B0-5812,cg06401979,0.5576,HOXA2,KIRC
TCGA-B2-4101,cg06401979,0.3589,HOXA2,KIRC
TCGA-B2-5639,cg06401979,0.6131,HOXA2,KIRC
TCGA-B2-5641,cg06401979,0.5056,HOXA2,KIRC
TCGA-B2-A4SR,cg06401979,0.4425,HOXA2,KIRC
TCGA-B4-5377,cg06401979,0.5269,HOXA2,KIRC
TCGA-B4-5378,cg06401979,0.7601,HOXA2,KIRC
TCGA-B4-5832,cg06401979,0.5327,HOXA2,KIRC
TCGA-B4-5834,cg06401979,0.6394,HOXA2,KIRC
TCGA-B4-5835,cg06401979,0.4943,HOXA2,KIRC
TCGA-B4-5836,cg06401979,0.4336,HOXA2,KIRC
TCGA-B4-5838,cg06401979,0.4879,HOXA2,KIRC
TCGA-B4-5843,cg06401979,0.1672,HOXA2,KIRC
TCGA-B4-5844,cg06401979,0.6588,HOXA2,KIRC
TCGA-B8-4146,cg06401979,0.3802,HOXA2,KIRC
TCGA-B8-4153,cg06401979,0.5061,HOXA2,KIRC
TCGA-B8-4621,cg06401979,0.4574,HOXA2,KIRC
TCGA-B8-5158,cg06401979,0.4568,HOXA2,KIRC
TCGA-B8-5159,cg06401979,0.5271,HOXA2,KIRC
TCGA-B8-5162,cg06401979,0.5771,HOXA2,KIRC
TCGA-B8-5163,cg06401979,0.5016,HOXA2,KIRC
TCGA-B8-5164,cg06401979,0.6582,HOXA2,KIRC
TCGA-B8-5165,cg06401979,0.419,HOXA2,KIRC
TCGA-B8-5545,cg06401979,0.3115,HOXA2,KIRC
TCGA-B8-5546,cg06401979,0.8441,HOXA2,KIRC
TCGA-B8-5549,cg06401979,0.4893,HOXA2,KIRC
TCGA-B8-5550,cg06401979,0.5903,HOXA2,KIRC
TCGA-B8-5551,cg06401979,0.4657,HOXA2,KIRC
TCGA-B8-5552,cg06401979,0.431,HOXA2,KIRC
TCGA-B8-5553,cg06401979,0.3669,HOXA2,KIRC
TCGA-B8-A54F,cg06401979,0.6616,HOXA2,KIRC
TCGA-B8-A54G,cg06401979,0.505,HOXA2,KIRC
TCGA-B8-A54H,cg06401979,0.664,HOXA2,KIRC
TCGA-B8-A54I,cg06401979,0.2663,HOXA2,KIRC
TCGA-B8-A54J,cg06401979,0.4538,HOXA2,KIRC
TCGA-B8-A7U6,cg06401979,0.5438,HOXA2,KIRC
TCGA-B8-A8YJ,cg06401979,0.4021,HOXA2,KIRC
TCGA-BP-4177,cg06401979,0.7659,HOXA2,KIRC
TCGA-BP-4760,cg06401979,0.7388,HOXA2,KIRC
TCGA-BP-4770,cg06401979,0.4702,HOXA2,KIRC
TCGA-BP-4782,cg06401979,0.6439,HOXA2,KIRC
TCGA-BP-4795,cg06401979,0.6405,HOXA2,KIRC
TCGA-BP-4801,cg06401979,0.6877,HOXA2,KIRC
TCGA-BP-4993,cg06401979,0.3048,HOXA2,KIRC
TCGA-BP-5010,cg06401979,0.4103,HOXA2,KIRC
TCGA-BP-5168,cg06401979,0.5217,HOXA2,KIRC
TCGA-BP-5169,cg06401979,0.6025,HOXA2,KIRC
TCGA-BP-5170,cg06401979,0.6499,HOXA2,KIRC
TCGA-BP-5173,cg06401979,0.3577,HOXA2,KIRC
TCGA-BP-5174,cg06401979,0.463,HOXA2,KIRC
TCGA-BP-5175,cg06401979,0.2699,HOXA2,KIRC
TCGA-BP-5176,cg06401979,0.6599,HOXA2,KIRC
TCGA-BP-5177,cg06401979,0.5477,HOXA2,KIRC
TCGA-BP-5178,cg06401979,0.5916,HOXA2,KIRC
TCGA-BP-5180,cg06401979,0.7941,HOXA2,KIRC
TCGA-BP-5182,cg06401979,0.4962,HOXA2,KIRC
TCGA-BP-5183,cg06401979,0.6938,HOXA2,KIRC
TCGA-BP-5184,cg06401979,0.358,HOXA2,KIRC
TCGA-BP-5185,cg06401979,0.7345,HOXA2,KIRC
TCGA-BP-5186,cg06401979,0.5723,HOXA2,KIRC
TCGA-BP-5187,cg06401979,0.6284,HOXA2,KIRC
TCGA-BP-5189,cg06401979,0.6611,HOXA2,KIRC
TCGA-BP-5190,cg06401979,0.7173,HOXA2,KIRC
TCGA-BP-5192,cg06401979,0.7327,HOXA2,KIRC
TCGA-BP-5194,cg06401979,0.4631,HOXA2,KIRC
TCGA-BP-5195,cg06401979,0.5052,HOXA2,KIRC
TCGA-BP-5196,cg06401979,0.5422,HOXA2,KIRC
TCGA-BP-5198,cg06401979,0.6341,HOXA2,KIRC
TCGA-BP-5200,cg06401979,0.3796,HOXA2,KIRC
TCGA-BP-5201,cg06401979,0.514,HOXA2,KIRC
TCGA-BP-5202,cg06401979,0.4455,HOXA2,KIRC
TCGA-CJ-4869,cg06401979,0.3431,HOXA2,KIRC
TCGA-CJ-4882,cg06401979,0.5176,HOXA2,KIRC
TCGA-CJ-4897,cg06401979,0.531,HOXA2,KIRC
TCGA-CJ-4901,cg06401979,0.61240000000000006,HOXA2,KIRC
TCGA-CJ-4902,cg06401979,0.4399,HOXA2,KIRC
TCGA-CJ-4903,cg06401979,0.5577,HOXA2,KIRC
TCGA-CJ-4904,cg06401979,0.5135,HOXA2,KIRC
TCGA-CJ-4905,cg06401979,0.3133,HOXA2,KIRC
TCGA-CJ-4907,cg06401979,0.5272,HOXA2,KIRC
TCGA-CJ-4908,cg06401979,0.2495,HOXA2,KIRC
TCGA-CJ-4912,cg06401979,0.4172,HOXA2,KIRC
TCGA-CJ-4918,cg06401979,0.2961,HOXA2,KIRC
TCGA-CJ-4920,cg06401979,0.4673,HOXA2,KIRC
TCGA-CJ-5671,cg06401979,0.3071,HOXA2,KIRC
TCGA-CJ-5672,cg06401979,0.3429,HOXA2,KIRC
TCGA-CJ-5676,cg06401979,0.3255,HOXA2,KIRC
TCGA-CJ-5677,cg06401979,0.4091,HOXA2,KIRC
TCGA-CJ-5678,cg06401979,0.7192,HOXA2,KIRC
TCGA-CJ-5680,cg06401979,0.5513,HOXA2,KIRC
TCGA-CJ-5681,cg06401979,0.5267,HOXA2,KIRC
TCGA-CJ-5682,cg06401979,0.4725,HOXA2,KIRC
TCGA-CJ-5683,cg06401979,0.3061,HOXA2,KIRC
TCGA-CJ-5684,cg06401979,0.2432,HOXA2,KIRC
TCGA-CJ-5686,cg06401979,0.507,HOXA2,KIRC
TCGA-CJ-5689,cg06401979,0.5018,HOXA2,KIRC
TCGA-CJ-6027,cg06401979,0.7347,HOXA2,KIRC
TCGA-CJ-6028,cg06401979,0.3895,HOXA2,KIRC
TCGA-CJ-6030,cg06401979,0.6732,HOXA2,KIRC
TCGA-CJ-6031,cg06401979,0.3816,HOXA2,KIRC
TCGA-CJ-6032,cg06401979,0.7022,HOXA2,KIRC
TCGA-CJ-6033,cg06401979,0.4638,HOXA2,KIRC
TCGA-CW-5580,cg06401979,0.7187,HOXA2,KIRC
TCGA-CW-5581,cg06401979,0.4558,HOXA2,KIRC
TCGA-CW-5583,cg06401979,0.38,HOXA2,KIRC
TCGA-CW-5584,cg06401979,0.2883,HOXA2,KIRC
TCGA-CW-5585,cg06401979,0.3432,HOXA2,KIRC
TCGA-CW-5587,cg06401979,0.3838,HOXA2,KIRC
TCGA-CW-5588,cg06401979,0.4254,HOXA2,KIRC
TCGA-CW-5589,cg06401979,0.4905,HOXA2,KIRC
TCGA-CW-5591,cg06401979,0.2986,HOXA2,KIRC
TCGA-CW-6087,cg06401979,0.7058,HOXA2,KIRC
TCGA-CW-6088,cg06401979,0.4327,HOXA2,KIRC
TCGA-CW-6090,cg06401979,0.5042,HOXA2,KIRC
TCGA-CW-6093,cg06401979,0.5006,HOXA2,KIRC
TCGA-CW-6097,cg06401979,0.5587,HOXA2,KIRC
TCGA-CZ-4853,cg06401979,0.7394,HOXA2,KIRC
TCGA-CZ-4856,cg06401979,0.4575,HOXA2,KIRC
TCGA-CZ-4859,cg06401979,0.497,HOXA2,KIRC
TCGA-CZ-4863,cg06401979,0.4768,HOXA2,KIRC
TCGA-CZ-4864,cg06401979,0.3458,HOXA2,KIRC
TCGA-CZ-4866,cg06401979,0.5451,HOXA2,KIRC
TCGA-CZ-5451,cg06401979,0.4492,HOXA2,KIRC
TCGA-CZ-5452,cg06401979,0.5047,HOXA2,KIRC
TCGA-CZ-5453,cg06401979,0.1452,HOXA2,KIRC
TCGA-CZ-5454,cg06401979,0.7369,HOXA2,KIRC
TCGA-CZ-5455,cg06401979,0.4876,HOXA2,KIRC
TCGA-CZ-5456,cg06401979,0.7456,HOXA2,KIRC
TCGA-CZ-5457,cg06401979,0.6685,HOXA2,KIRC
TCGA-CZ-5458,cg06401979,0.2441,HOXA2,KIRC
TCGA-CZ-5459,cg06401979,0.2207,HOXA2,KIRC
TCGA-CZ-5460,cg06401979,0.5041,HOXA2,KIRC
TCGA-CZ-5461,cg06401979,0.634,HOXA2,KIRC
TCGA-CZ-5462,cg06401979,0.3401,HOXA2,KIRC
TCGA-CZ-5463,cg06401979,0.4563,HOXA2,KIRC
TCGA-CZ-5464,cg06401979,0.5429,HOXA2,KIRC
TCGA-CZ-5465,cg06401979,0.7736,HOXA2,KIRC
TCGA-CZ-5466,cg06401979,0.5904,HOXA2,KIRC
TCGA-CZ-5467,cg06401979,0.5436,HOXA2,KIRC
TCGA-CZ-5468,cg06401979,0.3696,HOXA2,KIRC
TCGA-CZ-5469,cg06401979,0.7095,HOXA2,KIRC
TCGA-CZ-5470,cg06401979,0.2484,HOXA2,KIRC
TCGA-CZ-5982,cg06401979,0.6925,HOXA2,KIRC
TCGA-CZ-5984,cg06401979,0.7326,HOXA2,KIRC
TCGA-CZ-5985,cg06401979,0.5272,HOXA2,KIRC
TCGA-CZ-5986,cg06401979,0.7579,HOXA2,KIRC
TCGA-CZ-5987,cg06401979,0.7343,HOXA2,KIRC
TCGA-CZ-5988,cg06401979,0.7079,HOXA2,KIRC
TCGA-CZ-5989,cg06401979,0.5042,HOXA2,KIRC
TCGA-DV-5565,cg06401979,0.7285,HOXA2,KIRC
TCGA-DV-5566,cg06401979,0.4627,HOXA2,KIRC
TCGA-DV-5567,cg06401979,0.7891,HOXA2,KIRC
TCGA-DV-5569,cg06401979,0.2784,HOXA2,KIRC
TCGA-DV-5574,cg06401979,0.3911,HOXA2,KIRC
TCGA-DV-5575,cg06401979,0.5355,HOXA2,KIRC
TCGA-DV-5576,cg06401979,0.5614,HOXA2,KIRC
TCGA-DV-A4VX,cg06401979,0.4542,HOXA2,KIRC
TCGA-DV-A4VZ,cg06401979,0.7657,HOXA2,KIRC
TCGA-DV-A4W0,cg06401979,0.5486,HOXA2,KIRC
TCGA-EU-5904,cg06401979,0.2405,HOXA2,KIRC
TCGA-EU-5905,cg06401979,0.3198,HOXA2,KIRC
TCGA-EU-5906,cg06401979,0.418,HOXA2,KIRC
TCGA-EU-5907,cg06401979,0.8677,HOXA2,KIRC
TCGA-G6-A5PC,cg06401979,0.6689,HOXA2,KIRC
TCGA-G6-A8L6,cg06401979,0.7433,HOXA2,KIRC
TCGA-G6-A8L7,cg06401979,0.7152,HOXA2,KIRC
